play_id,game_id,home_team,away_team,week,posteam,posteam_type,defteam,game_half,drive,drive_plays,quarter,home_team_score,away_team_score,posteam_score,defteam_score,score_differential,side_of_field,yardline100,down,yds_to_go,goal_to_go,sp,yardline,play_type,desc,yards_gained,first_down,first_down_pass,first_down_rush,first_down_penalty,third_down_failed,third_down_converted,fourth_down_attempted,fourth_down_failed,fourth_down_converted,rush_attempt,pass_attempt,rusher,passer,receiver,targeted_receiver,rushing_yards,passing_yards,receiving_yards,yards_net,drive_first_downs,touchdown,pass_touchdown,rush_touchdown,return_touchdown,touchdown_team,touchdown_player,complete_pass,incomplete_pass,solo_tackle,assisted_tackle,tackled_for_loss,tackled_for_loss_yards,sack,sack_yards,half_tfl,full_tfl,full_sack,half_sack,penalty,penalty_team,penalty_type,penalty_accepted,penalty_yards,penalty_player,fumble,interception,interception_player,pass_deflection_player,fumble_lost,fumble_forced,fumble_team,fumble_recovery_team,forced_fumble_player,fumble_recovery_player,return_yards,return_team,touchback,return_player,assisted_tackle_player_1,assisted_tackle_player_2,solo_tackle_player,tackle_for_loss_player_1,tackle_for_loss_player_2,sack_player_1,sack_player_2,solo_tackle_player_2,timeout,timeout_team,safety,posteam_score_post,defteam_score_post,score_differential_post,home_team_score_post,away_team_score_post,recent_time,quarter_time,late_half,change_of_possession,home_team_timeouts_remaining,away_team_timeouts_remaining,posteam_timeouts_remaining,defteam_timeouts_remaining,xp_attempt,fg_attempt,two_point_attempt,punt_attempt,kickoff_attempt,xp_result,fg_result,two_point_result,kicker,kick_distance,kick_blocked,blocked_player,punter,punt_blocked,punt_downed,punt_out_of_bounds,punt_fair_catch,punt_returner,kickoff_downed,kickoff_out_of_bounds,kickoff_fair_catch,kick_returner
8550,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,23,2,4,17,14,14,17,-3,BOW,75,2,10,0,0,BOW25,rush,Andre Eden rush for no gain to the BOWDOIN25 (Cal Archdeacon).,0,0,0,0,0,,,,,,1,0,Andre Eden,,,,0,,,0,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Cal Archdeacon,,,,,,0,,0,14,17,-3,17,14,11:06,early,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8551,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,23,3,4,17,14,14,17,-3,BOW,75,3,10,0,0,BOW25,pass,Robbie Long pass complete to Tim Ladka for loss of 10 yards to the BOWDOIN15.,-10,0,0,0,0,1,0,,,,0,1,,Robbie Long,Tim Ladka,Tim Ladka,,-10,-10,-10,0,0,0,0,0,,,1,0,0,0,1,10,0,0,0,0,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,14,17,-3,17,14,11:06,early,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8552,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,23,4,4,17,14,14,17,-3,BOW,85,4,20,0,0,BOW15,punt,"Andrew Rowader punt 38 yards to the AMHERST47, Cam Jones return 5 yards to the BOWDOIN48 (Tim Cronin).",0,0,0,0,0,,,0,,,0,0,,,,,,,,-10,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,5,AMH,0,Cam Jones,,,Tim Cronin,,,,,,0,,0,14,17,-3,17,14,11:06,early,0,1,3,2,2,3,0,0,0,1,0,,,,,38,,,Andrew Rowader,0,0,0,0,Cam Jones,,,,
8553,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,24,1,4,17,14,17,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,17,14,3,17,14,09:16,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8554,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,24,1,4,17,14,17,14,3,BOW,48,1,10,0,0,BOW48,rush,Louie Eckelkamp rush for 5 yards to the BOWDOIN43 (Drew Ortiz).,5,0,0,0,0,,,,,,1,0,Louie Eckelkamp,,,,5,,,5,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Drew Ortiz,,,,,,0,,0,17,14,3,17,14,09:16,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8555,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,24,2,4,17,14,17,14,3,BOW,43,2,5,0,0,BOW43,rush,Louie Eckelkamp rush for 2 yards to the BOWDOIN41 (Axel Romell).,2,0,0,0,0,,,,,,1,0,Louie Eckelkamp,,,,2,,,7,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Axel Romell,,,,,,0,,0,17,14,3,17,14,09:16,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8556,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,24,3,4,17,14,17,14,3,BOW,41,3,3,0,0,BOW41,pass,Mike Piazza pass incomplete to Owen Gaydos.,0,0,0,0,0,1,0,,,,0,1,,Mike Piazza,,Owen Gaydos,,,,7,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,09:16,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8557,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,24,4,4,17,14,17,14,3,BOW,41,4,3,0,0,BOW41,rush,"Michael Mitchel rush for 2 yards to the BOWDOIN39, out-of-bounds.",2,0,0,0,0,,,1,1,0,1,0,Michael Mitchel,,,,2,,,9,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,09:16,mid,0,1,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8558,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,1,4,17,14,14,17,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,14,17,-3,17,14,07:53,mid,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8559,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,1,4,17,14,14,17,-3,BOW,61,1,10,0,0,BOW39,rush,Andre Eden rush for 4 yards to the BOWDOIN43 (Tim Swope).,4,0,0,0,0,,,,,,1,0,Andre Eden,,,,4,,,4,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Tim Swope,,,,,,0,,0,14,17,-3,17,14,07:53,mid,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8560,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,2,4,17,14,14,17,-3,BOW,57,2,6,0,0,BOW43,rush,Andre Eden rush for no gain to the BOWDOIN43 (Cal Archdeacon; Andy Skirzenski).,0,0,0,0,0,,,,,,1,0,Andre Eden,,,,0,,,4,0,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,Cal Archdeacon,Andy Skirzenski,,,,,,,0,,0,14,17,-3,17,14,07:53,mid,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8561,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,3,4,17,14,14,17,-3,BOW,57,3,6,0,0,BOW43,pass,Robbie Long pass incomplete to Colton Fahey.,0,0,0,0,0,1,0,,,,0,1,,Robbie Long,,Colton Fahey,,,,4,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,14,17,-3,17,14,07:53,mid,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8562,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,4,4,17,14,14,17,-3,BOW,57,4,6,0,0,BOW43,No Play,PENALTY BOWDOIN false start (Max Danenhower) 5 yards to the BOWDOIN38.,0,0,0,0,0,,,0,,,0,0,,,,,,,,4,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,BOW,false start,1,-5,Max Danenhower,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,14,17,-3,17,14,07:53,mid,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8563,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,25,4,4,17,14,14,17,-3,BOW,62,4,11,0,0,BOW38,punt,"Andrew Rowader punt 52 yards to the AMHERST10, downed.",0,0,0,0,0,,,0,,,0,0,,,,,,,,4,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,AMH,0,,,,,,,,,,0,,0,14,17,-3,17,14,07:53,mid,0,1,3,2,2,3,0,0,0,1,0,,,,,52,,,Andrew Rowader,0,1,0,0,,,,,
8564,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,1,4,17,14,17,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8565,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,1,4,17,14,17,14,3,AMH,90,1,10,0,0,AMH10,rush,Ben Taylor rush for 2 yards to the AMHERST12 (Max Jacobs).,2,0,0,0,0,,,,,,1,0,Ben Taylor,,,,2,,,2,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Max Jacobs,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8566,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,2,4,17,14,17,14,3,AMH,88,2,8,0,0,AMH12,pass,Mike Piazza pass incomplete to Jack Betts.,0,0,0,0,0,,,,,,0,1,,Mike Piazza,,Jack Betts,,,,2,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8567,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,3,4,17,14,17,14,3,AMH,88,3,8,0,0,AMH12,rush,Mike Piazza rush for 10 yards to the AMHERST22.,10,1,0,1,0,0,1,,,,1,0,Mike Piazza,,,,10,,,12,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8568,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,4,4,17,14,17,14,3,AMH,78,1,10,0,0,AMH22,pass,Mike Piazza sacked for loss of 7 yards to the AMHERST15 (Axel Romell).,-7,0,0,0,0,,,,,,0,0,,Mike Piazza,,,,,,5,1,0,0,0,0,,,,,1,0,1,7,1,7,0,1,1,0,0,,,,,,0,0,,,,,,,,,0,,0,,,,Axel Romell,Axel Romell,,Axel Romell,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8569,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,5,4,17,14,17,14,3,AMH,85,2,17,0,0,AMH15,rush,Jack Roberge rush for 2 yards to the AMHERST17 (Drew Ortiz).,2,0,0,0,0,,,,,,1,0,Jack Roberge,,,,2,,,7,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Drew Ortiz,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8570,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,6,4,17,14,17,14,3,AMH,83,3,15,0,0,AMH17,rush,Mike Piazza rush for 21 yards to the AMHERST38 (Chris Althoff).,21,1,0,1,0,0,1,,,,1,0,Mike Piazza,,,,21,,,28,2,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Chris Althoff,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8571,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,7,4,17,14,17,14,3,AMH,62,1,10,0,0,AMH38,rush,Ben Taylor rush for 3 yards to the AMHERST41 (Max Jacobs).,3,0,0,0,0,,,,,,1,0,Ben Taylor,,,,3,,,31,2,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Max Jacobs,,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8572,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,8,4,17,14,17,14,3,AMH,59,2,7,0,0,AMH41,rush,Jack Roberge rush for loss of 2 yards to the AMHERST39 (Drew Ortiz).,-2,0,0,0,0,,,,,,1,0,Jack Roberge,,,,-2,,,29,2,0,0,0,0,,,,,1,0,1,2,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Drew Ortiz,Drew Ortiz,,,,,0,,0,17,14,3,17,14,06:19,mid,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
8573,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,9,4,17,14,17,14,3,AMH,61,3,9,0,0,AMH39,No Play,"Timeout Bowdoin, clock 01:58.",0,0,0,0,0,,,,,,0,0,,,,,,,,29,2,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,1,BOW,0,17,14,3,17,14,01:58,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8574,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,9,4,17,14,17,14,3,AMH,61,3,9,0,0,AMH39,rush,Jack Roberge rush for 1 yard to the AMHERST40 (Ty Jones-Garlan).,1,0,0,0,0,1,0,,,,1,0,Jack Roberge,,,,1,,,30,2,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Ty Jones-Garlan,,,,,,0,,0,17,14,3,17,14,01:58,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8575,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,26,10,4,17,14,17,14,3,AMH,60,4,8,0,0,AMH40,punt,"Michael Mitchel punt 41 yards to the BOWDOIN19, downed.",0,0,0,0,0,,,0,,,0,0,,,,,,,,30,2,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,BOW,0,,,,,,,,,,0,,0,17,14,3,17,14,01:58,late,0,1,3,1,3,1,0,0,0,1,0,,,,,41,,,Michael Mitchel,0,1,0,0,,,,,
8576,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,27,1,4,17,14,14,17,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,14,17,-3,17,14,00:58,late,0,0,3,1,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8577,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,27,1,4,17,14,14,17,-3,BOW,81,1,10,0,0,BOW19,pass,"Robbie Long pass complete to Andre Eden for 9 yards to the BOWDOIN28, out-of-bounds.",9,0,0,0,0,,,,,,0,1,,Robbie Long,Andre Eden,Andre Eden,,9,9,9,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,14,17,-3,17,14,00:58,late,0,0,3,1,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8578,BOW_AMH2022,AMH,BOW,8,BOW,Away,AMH,Half2,27,2,4,17,14,14,17,-3,BOW,72,2,1,0,0,BOW28,pass,"Robbie Long pass intercepted by Charles McKissi at the 50 yardline, Charles McKissi return 0 yards to the 50 yardline.",0,0,0,0,0,,,,,,0,1,,Robbie Long,,,,,,9,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,1,,,,,,,,,0,AMH,0,Charlie McKissi,,,,,,,,,0,,0,14,17,-3,17,14,00:58,late,0,1,3,1,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8579,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,28,1,4,17,14,17,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,17,14,3,17,14,00:44,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8580,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,28,1,4,17,14,17,14,3,AMH,50,1,10,0,0,AMH50,qb_kneel,TEAM rush for loss of 1 yard to the AMHERST49.,-1,0,0,0,0,,,,,,0,0,,,,,,,,-1,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,00:44,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8581,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,28,2,4,17,14,17,14,3,AMH,51,2,11,0,0,AMH49,No Play,"End of game, clock 00:00.",0,0,0,0,0,,,,,,0,0,,,,,,,,-1,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,14,3,17,14,00:00,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8582,BOW_AMH2022,AMH,BOW,8,AMH,Home,BOW,Half2,28,2,4,17,14,17,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,17,14,3,17,14,00:44,late,0,0,3,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
8583,MID_AMH2022,AMH,MID,1,MID,,MID,Half1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8584,MID_AMH2022,AMH,MID,1,MID,,MID,Half1,0,1,1,0,0,0,0,0,MID,60,1,10,0,0,MID40,kickoff,"Zach Levy kickoff 50 yards to the AMHERST10, C. Ochsenhirt return 13 yards to the AMHERST23 (Marcus Kreidler).",0,0,0,0,0,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,13,MID,0,C. Ochsenhirt,,,Marcus Kreidler,,,,,,0,,0,0,0,0,0,0,15:00,early,0,1,3,3,3,3,0,0,0,0,1,,,,Zach Levy,50,,,,,,,,,0,0,0,C. Ochsenhirt
8585,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8586,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,1,1,0,0,0,0,0,AMH,77,1,10,0,0,AMH23,rush,"C. Ochsenhirt rush for 1 yard to the AMHERST24 (Finn Muldoon), out-of-bounds.",1,0,0,0,0,,,,,,1,0,C. Ochsenhirt,,,,1,,,1,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Finn Muldoon,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8587,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,2,1,0,0,0,0,0,AMH,76,2,9,0,0,AMH24,rush,"Mike Piazza rush for 8 yards to the AMHERST32, out-of-bounds.",8,0,0,0,0,,,,,,1,0,Mike Piazza,,,,8,,,9,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8588,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,3,1,0,0,0,0,0,AMH,68,3,1,0,0,AMH32,rush,Tylon Crump rush for 3 yards to the AMHERST35 (Nolan Tibball).,3,1,0,1,0,0,1,,,,1,0,Tylon Crump,,,,3,,,12,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nolan Tibball,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8589,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,4,1,0,0,0,0,0,AMH,65,1,10,0,0,AMH35,pass,Mike Piazza pass complete to C. Ochsenhirt for 3 yards to the AMHERST38 (Kieran Sheridan).,3,0,0,0,0,,,,,,0,1,,Mike Piazza,C. Ochsenhirt,C. Ochsenhirt,,3,3,15,1,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Kieran Sheridan,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8590,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,5,1,0,0,0,0,0,AMH,62,2,7,0,0,AMH38,pass,Mike Piazza pass complete to C. Ochsenhirt for 9 yards to the AMHERST47 (Nolan Tibball).,9,1,1,0,0,,,,,,0,1,,Mike Piazza,C. Ochsenhirt,C. Ochsenhirt,,9,9,24,2,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nolan Tibball,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8591,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,6,1,0,0,0,0,0,AMH,53,1,10,0,0,AMH47,rush,Louie Eckelkamp rush for no gain to the AMHERST47 (K. Adu-Diawuo).,0,0,0,0,0,,,,,,1,0,Louie Eckelkamp,,,,0,,,24,2,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Kwesi Adu-Diawuo,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8592,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,7,1,0,0,0,0,0,AMH,53,2,10,0,0,AMH47,pass,"Mike Piazza pass complete to Austin Pieck for 6 yards to the MIDDLEBU47, out-of-bounds.",6,0,0,0,0,,,,,,0,1,,Mike Piazza,Austin Pieck,Austin Pieck,,6,6,30,2,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8593,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,8,1,0,0,0,0,0,MID,47,3,4,0,0,MID47,No Play,"Mike Piazza pass intercepted by Finn Muldoon at the MIDDLEBU34, Finn Muldoon return 3 yards to the MIDDLEBU37, PENALTY MIDDLEBU holding (Cole Wiseman) 10 yards to the MIDDLEBU37, NO PLAY.",0,1,0,0,1,0,1,,,,0,0,,,,,,,,30,3,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,MID,holding,1,10,Cole Wiseman,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8594,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,8,1,0,0,0,0,0,MID,37,1,10,0,0,MID37,pass,Mike Piazza pass incomplete (Cian Callahan).,0,0,0,0,0,,,,,,0,1,,Mike Piazza,,,,,,30,3,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,Cian Callahan,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8595,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,9,1,0,0,0,0,0,MID,37,2,10,0,0,MID37,rush,Jack Roberge rush for 1 yard to the MIDDLEBU36 (Cian Callahan).,1,0,0,0,0,,,,,,1,0,Jack Roberge,,,,1,,,31,3,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Cian Callahan,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8596,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,10,1,0,0,0,0,0,MID,36,3,9,0,0,MID36,pass,Mike Piazza pass complete to Cam Jones for 25 yards to the MIDDLEBU11 (John McCool).,25,1,1,0,0,0,1,,,,0,1,,Mike Piazza,Cam Jones,Cam Jones,,25,25,56,4,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,John McCool,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
8597,MID_AMH2022,AMH,MID,1,AMH,Home,MID,Half1,1,11,1,0,0,0,0,0,MID,11,1,10,0,0,MID11,No Play,PENALTY AMHERST false start (C. Ochsenhirt) 5 yards to the MIDDLEBU16.,0,0,0,0,0,,,,,,0,0,,,,,,,,56,4,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,AMH,false start,1,-5,C. Ochsenhirt,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
